object,color,count_base,count_pattern,p_base,p_pattern,binding_strength,binding_gap,p_obj,p_color,p_joint,pmi,ppmi,npmi,binding_score,category
frog,pink,2,0,0.007692307692307693,0.0,0.0,0.007692307692307693,0.0004333528342108728,0.007897022032658137,0.0,-5.074376067040501,0.0,-1.0,0.0,never
frog,orange,2,0,0.007692307692307693,0.0,0.0,0.007692307692307693,0.0004333528342108728,0.004475201384062283,0.0,-5.074376067040501,0.0,-1.0,0.0,never
frog,purple,1,0,0.0038461538461538464,0.0,0.0,0.0038461538461538464,0.0004333528342108728,0.003536825823828739,0.0,-5.074376067040501,0.0,-1.0,0.0,never
frog,white,5,0,0.019230769230769232,0.0,0.0,0.019230769230769232,0.0004333528342108728,0.026127842419575546,0.0,-5.074376067040501,0.0,-1.0,0.0,never
frog,black,0,0,0.0,0.0,0,0.0,0.0004333528342108728,0.031599755322322835,0.0,-5.074376067040501,0.0,-1.0,0.0,never
frog,brown,0,0,0.0,0.0,0,0.0,0.0004333528342108728,0.006370286662899831,0.0,-5.074376067040501,0.0,-1.0,0.0,never
ball,blue,55,2,0.024433585073300755,0.000888494002665482,0.03636363636363636,0.023545091070635273,0.0037518354992641337,0.01797247542806093,3.333483340083637e-06,-3.007068826043106,0.0,-0.23843877049503215,0.0,under
ball,yellow,29,2,0.01288316303864949,0.000888494002665482,0.06896551724137931,0.011994669035984007,0.0037518354992641337,0.0064769581297825065,3.333483340083637e-06,-1.9864783570984192,0.0,-0.15751334089176872,0.0,under
ball,red,57,6,0.025322079075966238,0.0026654820079964462,0.10526315789473685,0.02265659706796979,0.0037518354992641337,0.016022387674112,1.0000450020250911e-05,-1.7936020665587404,0.0,-0.1557909049932207,0.0,under
ball,green,41,1,0.01821412705464238,0.000444247001332741,0.024390243902439022,0.01776988005330964,0.0037518354992641337,0.011595521798480932,1.6667416700418185e-06,-3.261993533644621,0.0,-0.24517713745174216,0.0,under
ball,pink,27,1,0.011994669035984007,0.000444247001332741,0.037037037037037035,0.011550422034651266,0.0037518354992641337,0.007897022032658137,1.6667416700418185e-06,-2.87786029243971,0.0,-0.21630501140143338,0.0,under
ball,orange,14,2,0.006219458018658374,0.000888494002665482,0.14285714285714285,0.0053309640159928924,0.0037518354992641337,0.004475201384062283,3.333483340083637e-06,-1.616778734103999,0.0,-0.1281988394091868,0.0,under
ball,purple,12,0,0.0053309640159928924,0.0,0.0,0.0053309640159928924,0.0037518354992641337,0.003536825823828739,0.0,-5.074376067040501,0.0,-1.0,0.0,never
